session_id,user_id,anon_id,anonymised_at,started_at,ended_at,notes,age_range
e00a334f-c967-444f-8dd7-4d918464730d,,testing_51-60_1,2026-03-02 18:18:30.836463+00:00,2026-02-28 16:08:19.332378+00:00,2026-02-28 16:14:48.032627+00:00,Consultation cveu901zh8o5pnm,51-60
